Joshua Project People Group Data

PeopleID3,PeopName,PeopleID1,AffinityBloc,PeopleID2,PeopleCluster,ROP3,ROP25,ROP25Name,PopulationPGAC,JPScalePGAC,LeastReachedPGAC,FrontierPGAC,CntPGIC,CntUPG,PopulationUPG,CntFPG,PopulationFPG,ROG3Largest,CtryLargest,ROL3PGAC,PrimaryLanguagePGAC,RLG3PGAC,PrimaryReligionPGAC,PercentChristianPGAC,PctChristianRangePGAC,PercentEvangelicalPGAC,PctEvangelicalRangePGAC,PeopleID3General
21506,"Jat Aulak (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118284,303344,Jat,112000,1,Y,Y,1,1,112000,1,112000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20978,"Jat Aulak (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",117703,303344,Jat,53000,1,Y,Y,1,1,53000,1,53000,IN,India,pnb,"Punjabi, Western",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
22401,"Jat Aura",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119396,303344,Jat,27000,1,Y,Y,1,1,27000,1,27000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20032,"Jat Autrah",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115923,303344,Jat,162000,1,Y,Y,1,1,162000,1,162000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20920,"Jat Bains (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115903,303344,Jat,34000,1,Y,Y,1,1,34000,1,34000,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19991,"Jat Bains (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115904,303344,Jat,351000,1,Y,Y,1,1,351000,1,351000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20983,"Jat Bains (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",117707,303344,Jat,900,1,Y,Y,1,1,900,1,900,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
19818,"Jat Bajwa (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115856,303344,Jat,39000,1,Y,Y,1,1,39000,1,39000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19819,"Jat Bajwa (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115857,303344,Jat,589000,1,Y,Y,1,1,589000,1,589000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20348,"Jat Baliyan",21,"South Asian Peoples",427,"South Asia Hindu - Jat",116137,303344,Jat,39000,1,Y,Y,1,1,39000,1,39000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19821,"Jat Barh (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115858,303344,Jat,101000,1,Y,Y,1,1,101000,1,101000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21724,"Jat Barh (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118511,303344,Jat,113000,1,Y,Y,1,1,113000,1,113000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21725,"Jat Barra",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118512,303344,Jat,57000,1,Y,Y,1,1,57000,1,57000,PK,Pakistan,skr,Saraiki,6,Islam,0.0820,0-0.1%,0.0820,0-0.1%,
20848,"Jat Basi",21,"South Asian Peoples",458,"South Asia Muslim - Jat",117626,303344,Jat,134000,1,Y,Y,1,1,134000,1,134000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22402,"Jat Bhachchar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119397,303344,Jat,30000,1,Y,Y,1,1,30000,1,30000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19994,"Jat Bhainwal",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115905,303344,Jat,56000,1,Y,Y,1,1,56000,1,56000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
22403,"Jat Bhangu",21,"South Asian Peoples",458,"South Asia Muslim - Jat",117628,303344,Jat,29000,1,Y,Y,1,1,29000,1,29000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20034,"Jat Bhatti",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115924,303344,Jat,244000,1,Y,Y,1,1,244000,1,244000,PK,Pakistan,skr,Saraiki,6,Islam,0.0040,0-0.1%,0.0040,0-0.1%,
20349,"Jat Bhullar (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",116138,303344,Jat,79000,1,Y,Y,1,1,79000,1,79000,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
20853,"Jat Bhutta (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",117630,303344,Jat,2900,1,Y,Y,1,1,2900,1,2900,IN,India,pnb,"Punjabi, Western",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19779,"Jat Bhutta (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115848,303344,Jat,409000,1,Y,Y,1,1,409000,1,409000,PK,Pakistan,skr,Saraiki,6,Islam,0.0120,0-0.1%,0.0120,0-0.1%,
21726,"Jat Bhuttar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118513,303344,Jat,150000,1,Y,Y,1,1,150000,1,150000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22404,"Jat Bohar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119398,303344,Jat,77000,1,Y,Y,1,1,77000,1,77000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20035,"Jat Chachar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115925,303344,Jat,284000,1,Y,Y,1,1,284000,1,284000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19824,"Jat Chahil (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115859,303344,Jat,157000,1,Y,Y,1,1,157000,1,157000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19825,"Jat Chahil (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115860,303344,Jat,279500,1,Y,Y,2,2,279500,2,279500,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19826,"Jat Chahil (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",115861,303344,Jat,110000,1,Y,Y,1,1,110000,1,110000,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
22072,"Jat Channar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119084,303344,Jat,56000,1,Y,Y,1,1,56000,1,56000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22073,"Jat Chattha",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119085,303344,Jat,57000,1,Y,Y,1,1,57000,1,57000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22074,"Jat Chelar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118514,303344,Jat,149000,1,Y,Y,1,1,149000,1,149000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20466,"Jat Chhadar (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115926,303344,Jat,360000,1,Y,Y,1,1,360000,1,360000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19828,"Jat Chhaddar (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115862,303344,Jat,492000,1,Y,Y,1,1,492000,1,492000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22075,"Jat Chhajra",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119086,303344,Jat,50000,1,Y,Y,1,1,50000,1,50000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20265,"Jat Chhina (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",116000,303344,Jat,138000,1,Y,Y,1,1,138000,1,138000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19830,"Jat Chima (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115863,303344,Jat,69000,1,Y,Y,1,1,69000,1,69000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19831,"Jat Chima (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115864,303344,Jat,807000,1,Y,Y,1,1,807000,1,807000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19780,"Jat Dagar (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115849,303344,Jat,133000,1,Y,Y,1,1,133000,1,133000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21728,"Jat Dagar (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118515,303344,Jat,153000,1,Y,Y,1,1,153000,1,153000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22076,"Jat Daia",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119087,303344,Jat,28000,1,Y,Y,1,1,28000,1,28000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19783,"Jat Dalal (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115850,303344,Jat,122000,1,Y,Y,1,1,122000,1,122000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21729,"Jat Dalal (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118516,303344,Jat,113000,1,Y,Y,1,1,113000,1,113000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22405,"Jat Dasa",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119399,303344,Jat,2800,1,Y,Y,1,1,2800,1,2800,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19785,"Jat Dehia (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115851,303344,Jat,280800,1,Y,Y,2,2,280800,2,280800,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19835,"Jat Dehia (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115865,303344,Jat,378900,1,Y,Y,2,2,378900,2,378900,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21730,"Jat Dehia (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",118517,303344,Jat,8100,1,Y,Y,1,1,8100,1,8100,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
22406,"Jat Deo",21,"South Asian Peoples",458,"South Asia Muslim - Jat",117634,303344,Jat,49000,1,Y,Y,1,1,49000,1,49000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19996,"Jat Deswal",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115906,303344,Jat,75000,1,Y,Y,1,1,75000,1,75000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19997,"Jat Dhankar",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115907,303344,Jat,48000,1,Y,Y,1,1,48000,1,48000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19786,"Jat Dhariwal (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115852,303344,Jat,170000,1,Y,Y,1,1,170000,1,170000,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19836,"Jat Dhariwal (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115866,303344,Jat,319100,1,Y,Y,2,2,319100,2,319100,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19788,"Jat Dhillon (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115853,303344,Jat,162700,1,Y,Y,2,2,162700,2,162700,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19837,"Jat Dhillon (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115867,303344,Jat,478300,1,Y,Y,2,2,478300,2,478300,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19789,"Jat Dhillon (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",115854,303344,Jat,188000,1,Y,Y,1,1,188000,1,188000,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
20862,"Jat Dhindsa (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",117638,303344,Jat,31000,1,Y,Y,1,1,31000,1,31000,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
22077,"Jat Dhindsa (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119088,303344,Jat,67000,1,Y,Y,1,1,67000,1,67000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20979,"Jat Dhindsa (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",117704,303344,Jat,58000,1,Y,Y,1,1,58000,1,58000,IN,India,pnb,"Punjabi, Western",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
19839,"Jat Gahlot (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115868,303344,Jat,81500,1,Y,Y,2,2,81500,2,81500,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19840,"Jat Gahlot (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115869,303344,Jat,1728000,1,Y,Y,1,1,1728000,1,1728000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22407,"Jat Galotar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119400,303344,Jat,38000,1,Y,Y,1,1,38000,1,38000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19847,"Jat Ganthwara",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115870,303344,Jat,61000,1,Y,Y,1,1,61000,1,61000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20865,"Jat Garewal",21,"South Asian Peoples",427,"South Asia Hindu - Jat",117641,303344,Jat,39000,1,Y,Y,1,1,39000,1,39000,IN,India,pnb,"Punjabi, Western",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21507,"Jat Ghallu",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118296,303344,Jat,150000,1,Y,Y,1,1,150000,1,150000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19855,"Jat Ghatwal (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115871,303344,Jat,194000,1,Y,Y,1,1,194000,1,194000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19856,"Jat Ghatwal (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115872,303344,Jat,198800,1,Y,Y,2,2,198800,2,198800,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19858,"Jat Ghumman (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115873,303344,Jat,37000,1,Y,Y,1,1,37000,1,37000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19859,"Jat Ghumman (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115874,303344,Jat,330000,1,Y,Y,1,1,330000,1,330000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19861,"Jat Gil (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115875,303344,Jat,241900,1,Y,Y,2,2,241900,2,241900,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19862,"Jat Gil (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115876,303344,Jat,560000,1,Y,Y,2,2,560000,2,560000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19863,"Jat Gil (Sikh traditions)",21,"South Asian Peoples",469,"South Asia Sikh - Jat",115877,303344,Jat,250000,1,Y,Y,1,1,250000,1,250000,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
21731,"Jat Godara",21,"South Asian Peoples",427,"South Asia Hindu - Jat",118518,303344,Jat,29000,1,Y,Y,1,1,29000,1,29000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19869,"Jat Golla",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115878,303344,Jat,54000,1,Y,Y,1,1,54000,1,54000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20867,"Jat Goraia (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",117643,303344,Jat,19000,1,Y,Y,1,1,19000,1,19000,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19871,"Jat Goraia (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115879,303344,Jat,221000,1,Y,Y,1,1,221000,1,221000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19872,"Jat Gujar",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115880,303344,Jat,69000,1,Y,Y,1,1,69000,1,69000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
22408,"Jat Handal",21,"South Asian Peoples",458,"South Asia Muslim - Jat",117644,303344,Jat,33000,1,Y,Y,1,1,33000,1,33000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22078,"Jat Hans",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119089,303344,Jat,50000,1,Y,Y,1,1,50000,1,50000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20037,"Jat Harral",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115927,303344,Jat,237000,1,Y,Y,1,1,237000,1,237000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19874,"Jat Hela",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115881,303344,Jat,231000,1,Y,Y,1,1,231000,1,231000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20350,"Jat Her (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",116139,303344,Jat,44000,1,Y,Y,1,1,44000,1,44000,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21732,"Jat Her (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118519,303344,Jat,126000,1,Y,Y,1,1,126000,1,126000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20000,"Jat Hijra",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115909,303344,Jat,27000,1,Y,Y,1,1,27000,1,27000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20038,"Jat Hinjra",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115928,303344,Jat,275000,1,Y,Y,1,1,275000,1,275000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20001,"Jat Hoda",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115910,303344,Jat,43000,1,Y,Y,1,1,43000,1,43000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19877,"Jat Jakhar (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115882,303344,Jat,100000,1,Y,Y,1,1,100000,1,100000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21508,"Jat Jakhar (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118285,303344,Jat,163000,1,Y,Y,1,1,163000,1,163000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21733,"Jat Janjua",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118520,303344,Jat,161000,1,Y,Y,1,1,161000,1,161000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22409,"Jat Jehlan",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119401,303344,Jat,52000,1,Y,Y,1,1,52000,1,52000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22410,"Jat Jhakkar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119402,303344,Jat,21000,1,Y,Y,1,1,21000,1,21000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22411,"Jat Jhammat",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119403,303344,Jat,27000,1,Y,Y,1,1,27000,1,27000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21734,"Jat Jhawari",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118521,303344,Jat,56000,1,Y,Y,1,1,56000,1,56000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21736,"Jat Joia",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118523,303344,Jat,95000,1,Y,Y,1,1,95000,1,95000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22080,"Jat Kachala",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119091,303344,Jat,27000,1,Y,Y,1,1,27000,1,27000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20872,"Jat Kadian",21,"South Asian Peoples",427,"South Asia Hindu - Jat",116140,303344,Jat,35000,1,Y,Y,1,1,35000,1,35000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
22081,"Jat Kahka",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119092,303344,Jat,29000,1,Y,Y,1,1,29000,1,29000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20873,"Jat Kahlon (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",117648,303344,Jat,27000,1,Y,Y,1,1,27000,1,27000,IN,India,pnb,"Punjabi, Western",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21509,"Jat Kahlon (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118297,303344,Jat,133000,1,Y,Y,1,1,133000,1,133000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22412,"Jat Kahu",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119404,303344,Jat,30000,1,Y,Y,1,1,30000,1,30000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22413,"Jat Kalasra",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119405,303344,Jat,71000,1,Y,Y,1,1,71000,1,71000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21737,"Jat Kalial",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118524,303344,Jat,40000,1,Y,Y,1,1,40000,1,40000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21738,"Jat Kalru",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118525,303344,Jat,103000,1,Y,Y,1,1,103000,1,103000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22082,"Jat Kalwar Kiliar",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119093,303344,Jat,32000,1,Y,Y,1,1,32000,1,32000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21739,"Jat Kang",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118526,303344,Jat,131000,1,Y,Y,1,1,131000,1,131000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
22414,"Jat Karal",21,"South Asian Peoples",458,"South Asia Muslim - Jat",119406,303344,Jat,47000,1,Y,Y,1,1,47000,1,47000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21740,"Jat Khaira",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118527,303344,Jat,122000,1,Y,Y,1,1,122000,1,122000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21741,"Jat Khakhi",21,"South Asian Peoples",458,"South Asia Muslim - Jat",118528,303344,Jat,130000,1,Y,Y,1,1,130000,1,130000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
19880,"Jat Kharral (Hindu traditions)",21,"South Asian Peoples",427,"South Asia Hindu - Jat",115883,303344,Jat,54000,1,Y,Y,1,1,54000,1,54000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
19881,"Jat Kharral (Muslim traditions)",21,"South Asian Peoples",458,"South Asia Muslim - Jat",115884,303344,Jat,1243000,1,Y,Y,1,1,1243000,1,1243000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
