Type,PEID,ROP3,PeopleID3,ROG3,Ctry,JPPeopleGroup,JPPopulation,JPIndigenous,JPROL3,JPPrimaryLanguage,JPRLG3,JPPrimaryReligion,JPScale,JPLeastReached,JP%ChristianAdherent,JP%Evangelical,CPPIPeopleGroup, CPPIPopulation ,CPPIROL,CPPIPrimaryLanguage,CPPIPrimaryReligion,CPPIGSEC,CPPIEvangelicalEngagement
1,47311,100226,10379,US,United States,"Algerian, Arabic-speaking",62000,N,arq,"Arabic, Algerian",6,Islam,1,Y,0.00,0.00,"Arab, Algerian"," 24,500 ",arq,Algerian Arabic,Islam - Sunni,1,Unengaged
1,43515,110448,15741,US,United States,"Americans, U.S.",194157000,Y,eng,English,1,Christianity,5,,81.00,33.00,American," 193,980,000 ",eng,English,Christianity - Evangelical Protestant,6,Engaged
1,43518,100288,10291,US,United States,"Americans, U.S., Spanish-speaking",24373000,Y,spa,Spanish,1,Christianity,5,,80.00,20.00,"American, Spanish Speaking"," 20,420,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Engaged
1,43225,102537,11540,US,United States,"Amerindian, Detribalized",457000,Y,eng,English,1,Christianity,5,,75.00,20.00,Detribalized Amerindian," 451,000 ",eng,English,Christianity - Non-Evangelical Protestant,5,Engaged
1,46497,100293,10294,US,United States,"Amhara, Ethiopian",260000,N,amh,Amharic,1,Christianity,4,,85.00,6.00,"Amhara, Ethiopian"," 184,000 ",amh,Amharic,Christianity - Eastern Orthodox,1,Engaged
1,43593,107976,14364,US,United States,Amish,260000,Y,pdc,"German, Pennsylvania",1,Christianity,4,,98.00,10.00,Pennsylvania Dutch," 137,000 ",pdc,Pennsylvania German,Christianity - Non-Evangelical Protestant,6,Unengaged
1,43519,100354,10326,US,United States,Anglo-Australian,98000,N,eng,English,1,Christianity,5,,70.00,14.40,Anglo-Australian," 83,500 ",eng,English,Christianity - Roman Catholicism,5,Unengaged
1,46701,100395,10354,US,United States,Anuak,2800,N,anu,Anuak,1,Christianity,4,,85.00,8.00,Anuak," 4,100 ",anu,Anuak,Ethnoreligion,1,Engaged
1,43291,104264,12352,US,United States,"Apache, Jicarilla",3300,Y,apj,"Apache, Jicarilla",1,Christianity,4,,60.00,3.00,"Apache, Jicarilla"," 3,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43306,105027,12708,US,United States,"Apache, Kiowa",1500,Y,eng,English,1,Christianity,4,,60.00,4.00,"Apache, Kiowa"," 1,500 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43542,106563,13688,US,United States,"Apache, Mescalero",3300,Y,apm,"Apache, Mescalero-Chiricahua",1,Christianity,4,,50.00,3.00,"Apache, Mescalero"," 3,700 ",apm,Mescalero-Chiricahua Apache,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43682,110768,15354,US,United States,"Apache, Western",23000,Y,apw,"Apache, Western",1,Christianity,4,,60.00,7.00,"Apache, Western"," 16,500 ",apw,Western Apache,Christianity - Non-Evangelical Protestant,5,Engaged
1,47300,100427,10376,US,United States,"Arab, Arabic Gulf Spoken",21000,N,afb,"Arabic, Gulf",6,Islam,1,Y,4.00,2.00,"Arab, Gulf"," 47,500 ",afb,Gulf Arabic,Islam - Sunni,1,Engaged
1,43232,102879,11722,US,United States,"Arab, Egyptian",246000,N,arz,"Arabic, Egyptian",1,Christianity,4,,52.00,4.00,"Arab, Egyptian"," 281,000 ",arz,Egyptian Arabic,Islam - Sunni,1,Engaged
1,46490,104056,12247,US,United States,"Arab, Iraqi",131000,N,acm,"Arabic, Mesopotamian",1,Christianity,3,,66.00,2.00,"Arab, Iraqi"," 148,000 ",acm,Mesopotamian Arabic,Islam - Shia,1,Engaged
1,43292,104301,12368,US,United States,"Arab, Jordanian",65000,N,apc,"Arabic, Levantine",1,Christianity,3,,70.00,2.00,"Arab, Jordanian"," 82,000 ",ajp,South Levantine Arabic,Islam - Sunni,1,Engaged
1,46493,105688,13017,US,United States,"Arab, Lebanese",509000,N,apc,"Arabic, Levantine",1,Christianity,3,,68.00,1.50,"Arab, Lebanese"," 543,000 ",apc,Levantine Arabic,Christianity - Non-Evangelical Protestant,1,Engaged
1,47314,105948,13169,US,United States,"Arab, Libyan",17000,N,ayl,"Arabic, Libyan",6,Islam,1,Y,3.00,2.00,"Arab, Libyan"," 11,000 ",ayl,Libyan Arabic,Islam - Sunni,1,Unengaged
1,47215,106804,13819,US,United States,"Arab, Moroccan",219000,N,ary,"Arabic, Moroccan",6,Islam,1,Y,2.00,1.00,"Arab, Moroccan"," 116,000 ",ary,Moroccan Arabic,Islam - Sunni,1,Engaged
1,43586,107785,14276,US,United States,"Arab, Palestinian",106000,N,apc,"Arabic, Levantine",6,Islam,4,,22.00,3.00,"Arab, Palestinian"," 129,000 ",ajp,South Levantine Arabic,Islam - Sunni,1,Engaged
1,43615,108748,14784,US,United States,"Arab, Saudi - Hijazi",79000,N,acw,"Arabic, Hijazi",6,Islam,1,Y,0.00,0.00,"Arab, Saudi"," 28,500 ",acw,Hijazi Arabic,Islam - Sunni,1,Engaged
1,43523,101196,10759,US,United States,"Arab, Saudi - Najdi",4800,N,ars,"Arabic, Najdi",6,Islam,1,Y,0.00,0.00,"Arabic, Najdi Spoken"," 79,000 ",ars,Najdi Arabic,Islam - Sunni,1,Unengaged
1,46702,109571,15104,US,United States,"Arab, Sudanese",1400,N,apd,"Arabic, Sudanese",6,Islam,1,Y,2.00,0.80,"Arab, Sudanese"," 51,000 ",apd,Sudanese Arabic,Islam - Sunni,1,Unengaged
1,43644,109662,15152,US,United States,"Arab, Syrian",193000,N,apc,"Arabic, Levantine",1,Christianity,3,,60.00,2.00,"Arab, Syrian"," 188,000 ",apc,Levantine Arabic,Islam - Sunni,4,Engaged
1,47223,110285,15641,US,United States,"Arab, Tunisian",21000,N,aeb,"Arabic, Tunisian",6,Islam,1,Y,2.00,1.00,"Arab, Tunisian"," 139,000 ",ajp,South Levantine Arabic,Islam - Sunni,1,Unengaged
1,47588,109729,15198,US,United States,"Arab, Yemeni",103000,N,acq,"Arabic, Ta'izzi-Adeni",6,Islam,1,Y,0.00,0.00,"Arab, Yemeni"," 53,000 ",acq,Ta’izzi-Adeni Arabic,Islam - Shia,1,Engaged
1,43524,100463,10404,US,United States,Arapaho,8900,Y,arp,Arapaho,1,Christianity,4,,65.00,7.00,Arapaho," 9,100 ",eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,47233,100472,10409,US,United States,Arawak,3200,N,arw,Arawak,1,Christianity,4,,65.00,3.00,Arawak," 3,500 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,46520,100492,10421,US,United States,"Argentinian, White",152000,N,spa,Spanish,1,Christianity,5,,94.00,11.00,Argentine," 222,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Engaged
1,43525,100504,10427,US,United States,Arikara,3400,Y,eng,English,1,Christianity,4,,60.00,4.00,Arikara, 90 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43526,100516,10429,US,United States,Armenian,246000,N,hyw,"Armenian, Western",1,Christianity,4,,94.00,8.70,Armenian," 1,170,000 ",hye,Armenian,Christianity - Eastern Orthodox,1,Engaged
1,43527,100571,10462,US,United States,Assiniboin,2400,Y,asb,Assiniboine,1,Christianity,5,,70.00,17.00,Assiniboin," 2,300 ",eng,English,Christianity - Non-Evangelical Protestant,6,Unengaged
1,43528,100574,10464,US,United States,Assyrian,124000,N,aii,Assyrian Neo-Aramaic,1,Christianity,4,,99.00,3.00,Assyrian," 69,500 ",aii,Assyrian Neo-Aramaic,Christianity - Eastern Orthodox,4,Unengaged
1,43529,100605,10481,US,United States,Atsugewi,400,Y,eng,English,4,Ethnic Religions,2,,40.00,1.00,Atsugewi, 400 ,eng,English,Ethnoreligion,1,Engaged
1,43530,100626,10491,US,United States,"Austrian, Bavarian",710000,N,bar,Bavarian,1,Christianity,3,,83.00,0.50,Austrian," 40,000 ",deu,Standard German,Unaffiliated,1,Engaged
1,46709,100673,10526,US,United States,Azande,13000,N,zne,Zande,1,Christianity,5,,96.00,30.00,Azande," 13,000 ",zne,Zande,Christianity - Neo-Pentecostalism,5,Unengaged
1,47232,100675,10528,US,United States,Azerbaijani,58000,N,azj,"Azerbaijani, North",6,Islam,1,Y,1.00,0.60,Azerbaijani," 26,000 ",azj,North Azerbaijani,Islam - Shia,1,Engaged
1,47173,112045,16784,US,United States,Baganda,8500,N,lug,Ganda,1,Christianity,5,,70.00,24.00,Ugandan," 8,500 ",lug,Ganda,Christianity - Roman Catholicism,1,Unengaged
1,43531,100763,10566,US,United States,Bahamian,49000,N,eng,English,1,Christianity,5,,92.00,35.00,Bahamian," 32,500 ",bah,Bahamas English Creole,Christianity - Non-Evangelical Protestant,6,Unengaged
1,47199,104628,10608,US,United States,Balkar,600,N,krc,Karachay-Balkar,6,Islam,1,Y,0.00,0.00,Karachay, 475 ,krc,Karachay-Balkar,Islam - Sunni,1,Unengaged
1,47650,100925,10617,US,United States,Bambara,15000,N,bam,Bamanankan,6,Islam,2,,7.00,1.50,Bambara," 5,600 ",bam,Bamanankan,Islam - Sunni,1,Engaged
1,46507,101047,10682,US,United States,Barbadian,69000,N,eng,English,1,Christianity,5,,98.00,30.00,Barbadian," 49,500 ",eng,English,Christianity - Evangelical Protestant,6,Unengaged
1,43533,101106,10709,US,United States,Basque,59000,N,eus,Basque,1,Christianity,3,,70.00,2.00,Basque," 31,000 ",eus,Basque,Christianity - Roman Catholicism,4,Engaged
1,46468,101833,11065,US,United States,Belarusian,155000,N,bel,Belarusian,1,Christianity,3,,71.00,1.30,Belarusian," 52,000 ",bel,Belarusian,Christianity - Eastern Orthodox,1,Engaged
1,47184,117250,10779,US,United States,Belize Creole,64000,N,bzj,Belize English Creole,1,Christianity,5,,84.00,18.80,Belizean," 42,500 ",spa,Spanish,Christianity - Non-Evangelical Protestant,6,Unengaged
1,47236,101912,11116,US,United States,"Bikol, Central",600,N,bcl,"Bikol, Central",1,Christianity,5,,99.00,15.00,Bicolano, 750 ,bcl,Central Bikol,Christianity - Non-Evangelical Protestant,4,Unengaged
1,50337,101489,10876,US,United States,"Bisaya, Sabah",15000,N,bsy,"Bisaya, Sabah",6,Islam,1,Y,0.00,0.00,Bisaya," 15,000 ",bsy,Sabah Bisaya,Islam - Sunni,1,Unengaged
1,47649,101510,10891,US,United States,"Black Carib, Garifuna",74000,N,cab,Garifuna,1,Christianity,4,,70.00,4.00,Garifuna," 70,000 ",cab,Garifuna,Christianity - Roman Catholicism,6,Engaged
1,43535,114924,19525,US,United States,"Black Creole, Gullah",300000,Y,gul,Sea Island English Creole,1,Christianity,5,,95.00,12.00,"Black Creole, Gullah"," 294,000 ",gul,Sea Island English Creole,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43538,101517,10893,US,United States,Blackfoot,32000,Y,bla,Blackfoot,1,Christianity,5,,60.00,18.00,"Blackfoot, Siksika"," 31,000 ",eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,46521,101567,10917,US,United States,"Bolivian, Mestizo",113000,N,spa,Spanish,1,Christianity,5,,91.00,16.20,Bolivian," 113,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Unengaged
1,46471,101629,10953,US,United States,Bosniak,267000,N,bos,Bosnian,6,Islam,1,Y,2.00,0.10,Bosniak," 167,000 ",bos,Bosnian,Islam - Sunni,1,Engaged
1,46522,101657,10966,US,United States,"Brazilian, White",382000,N,por,Portuguese,1,Christianity,5,,90.00,28.00,Brazilian," 312,000 ",por,Portuguese,Christianity - Roman Catholicism,5,Engaged
1,43180,102927,11140,US,United States,British,1352000,N,eng,English,1,Christianity,4,,60.00,9.00,British," 769,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,47240,101679,10973,US,United States,"Brunei Malay, Kedayan",800,N,kxd,Brunei,6,Islam,1,Y,1.00,0.00,Brunei-Kadayan, 700 ,kxd,Brunei,Islam - Sunni,0,Unengaged
1,43181,101722,10998,US,United States,Bulgarian,102000,N,bul,Bulgarian,1,Christianity,3,,80.00,1.90,Bulgarian," 75,000 ",bul,Bulgarian,Christianity - Eastern Orthodox,1,Unengaged
1,47239,101776,11029,US,United States,Burmese,200000,N,mya,Burmese,2,Buddhism,1,Y,1.00,0.30,Burmese," 104,000 ",mya,Burmese,Buddhism - Theravada,1,Engaged
1,43184,101842,11072,US,United States,Caddo,50,Y,cad,Caddo,1,Christianity,4,,70.00,5.00,Caddo," 4,200 ",eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,43185,101847,11074,US,United States,Cahuilla,900,Y,chl,Cahuilla,1,Christianity,4,,60.00,5.00,Cahuilla, 850 ,eng,English,Christianity - Roman Catholicism,5,Unengaged
1,49317,101915,11119,US,United States,"Cakchiquel, Central",4300,N,cak,Kaqchikel,1,Christianity,5,,96.00,32.00,Cakchiquel," 162,000 ",cak,Kaqchikel,Ethnoreligion,4,Unengaged
1,47254,101838,11069,US,United States,Cape Verdean,105000,N,kea,Kabuverdianu,1,Christianity,4,,95.00,6.60,Cape Verdean," 305,000 ",eng,English,Christianity - Roman Catholicism,5,Unengaged
1,43188,101886,11099,US,United States,"Carib, Galibi",4900,N,car,Carib,1,Christianity,3,,65.00,2.00,Galibi Karibi," 4,400 ",spa,Spanish,Christianity - Roman Catholicism,4,Unengaged
1,43681,110760,15919,US,United States,"Caribbean, other",161000,N,eng,English,1,Christianity,5,,90.00,11.00,West Indian Black," 167,000 ",vic,Virgin Islands English Creole,Christianity - Non-Evangelical Protestant,4,Unengaged
1,47253,101890,11103,US,United States,Carolinian,200,N,cal,Carolinian,1,Christianity,4,,95.00,10.00,Carolinian, 225 ,cal,Carolinian,Christianity - Roman Catholicism,5,Unengaged
1,43189,101896,11108,US,United States,Catalonian,700,N,cat,Catalan,1,Christianity,3,,90.00,2.00,Catalonian," 2,200 ",cat,Catalan,Christianity - Roman Catholicism,4,Unengaged
1,43190,101897,11109,US,United States,Catawba,2700,Y,eng,English,1,Christianity,4,,65.00,5.00,Catawba, 750 ,eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,43191,101905,11113,US,United States,Cayuga,50,Y,cay,Cayuga,1,Christianity,4,,90.00,9.00,Cayuga, 60 ,eng,English,Christianity - Non-Evangelical Protestant,6,Unengaged
1,47252,110577,15799,US,United States,Cebuano,5600,N,ceb,Cebuano,1,Christianity,4,,85.00,5.00,Cebuano," 57,500 ",ceb,Cebuano,Christianity - Roman Catholicism,4,Unengaged
1,43652,110776,15361,US,United States,"Cham, Western",3400,N,cja,"Cham, Western",6,Islam,1,Y,1.00,0.10,"Cham, Western"," 1,200 ",cja,Western Cham,Ethnoreligion,1,Unengaged
1,47251,103498,11954,US,United States,Chamorro,21000,N,cha,Chamorro,1,Christianity,5,,95.00,16.00,Chamorro," 21,500 ",cha,Chamorro,Christianity - Roman Catholicism,5,Unengaged
1,49270,110929,15951,US,United States,"Chatino, Yaitepec",500,N,ctp,"Chatino, Western Highland",1,Christianity,3,,95.00,0.40,"Chatino, Yaitepec", 550 ,ctp,Western Highland Chatino,Christianity - Roman Catholicism,1,Engaged
1,49326,111169,16099,US,United States,"Chatino, Zenzontepec",1900,N,czn,"Chatino, Zenzontepec",1,Christianity,4,,95.00,3.50,"Chatino, Zenzontepec"," 2,100 ",czn,Zenzontepec Chatino,Christianity - Roman Catholicism,1,Engaged
1,43195,102060,11318,US,United States,Chehalis,300,Y,eng,English,1,Christianity,3,,60.00,1.00,Chehalis, 300 ,eng,English,Christianity - Non-Evangelical Protestant,1,Engaged
1,43196,102076,11324,US,United States,Cherokee,316000,Y,chr,Cherokee,1,Christianity,4,,65.00,5.00,Cherokee," 324,000 ",eng,English,Christianity - Non-Evangelical Protestant,1,Engaged
1,43198,102083,11326,US,United States,Cheyenne,13000,Y,chy,Cheyenne,1,Christianity,4,,65.00,7.00,Cheyenne," 13,000 ",eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,43199,102109,11333,US,United States,Chikasaw,31000,Y,cic,Chickasaw,1,Christianity,4,,65.00,4.00,Chickasaw," 32,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,46523,102113,11335,US,United States,Chilean,140000,N,spa,Spanish,1,Christianity,4,,90.00,8.00,Chilean," 145,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Unengaged
1,43261,103686,19206,US,United States,"Chinese, general",4362000,N,cmn,"Chinese, Mandarin",7,Non-Religious,4,,10.00,5.70,"Han Chinese, Mandarin"," 2,330,000 ",cmn,Mandarin Chinese,Unaffiliated - Athiesm,5,Engaged
1,43200,102148,11348,US,United States,Chinook Wawa,200,Y,eng,English,1,Christianity,4,,60.00,3.00,Chinook Wawa, 650 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43685,114918,19577,US,United States,Chippewa,123000,Y,ciw,Chippewa,1,Christianity,4,,60.00,4.00,Chippewa," 129,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Engaged
1,43201,102167,11358,US,United States,Chitimacha,400,Y,eng,English,4,Ethnic Religions,2,,30.00,1.00,Chitimacha," 1,300 ",eng,English,Christianity - Non-Evangelical Protestant,1,Engaged
1,43202,102177,11363,US,United States,Choctaw,116000,Y,cho,Choctaw,1,Christianity,4,,65.00,8.00,Choctaw," 119,000 ",eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,49314,117159,15632,US,United States,"Ch'ol, Tumbala",2100,N,ctu,Chol,1,Christianity,5,,95.00,32.00,Chol," 37,500 ",ctu,Chol,Christianity - Roman Catholicism,6,Unengaged
1,43203,102215,11381,US,United States,Chumash,3800,Y,eng,English,4,Ethnic Religions,2,,30.00,2.00,Chumash, 150 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43204,102238,20471,US,United States,Clallam,3200,Y,eng,English,1,Christianity,4,,55.00,4.00,Klallam," 3,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43205,102250,11398,US,United States,Cocopa,800,Y,coc,Cocopa,1,Christianity,4,,65.00,4.00,Cocopa, 800 ,coc,Cocopa,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43206,102253,20472,US,United States,Coeur d'Alene,1200,Y,eng,English,1,Christianity,4,,58.00,4.00,Coeur d'Alene, 100 ,eng,English,Christianity - Non-Evangelical Protestant,6,Unengaged
1,46524,116025,20297,US,United States,"Colombian, Mestizo",1001000,N,spa,Spanish,1,Christianity,4,,96.00,7.00,Colombian," 1,035,000 ",spa,Spanish,Christianity - Roman Catholicism,4,Engaged
1,43207,102266,11407,US,United States,Columbia River Sahaptin,1100,Y,uma,Umatilla,1,Christianity,4,,65.00,4.00,Columbia River Sahaptin, 175 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43208,102267,11408,US,United States,Columbia-Wenatchi,300,Y,col,Columbia-Wenatchi,1,Christianity,4,,60.00,5.00,Columbia-Wenatchi, 750 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43209,102269,11410,US,United States,Comanche,14000,Y,com,Comanche,1,Christianity,4,,65.00,8.00,Comanche," 14,000 ",eng,English,Christianity - Non-Evangelical Protestant,5,Engaged
1,43210,102285,20473,US,United States,"Coos, Hanis",400,Y,eng,English,1,Christianity,4,,60.00,3.00,"Coos, Hanis", 175 ,eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,47578,102289,11418,US,United States,Cora,600,N,crn,"Cora, El Nayar",1,Christianity,3,,90.00,1.00,Cora, 650 ,crn,El Nayar Cora,Ethnoreligion,1,Engaged
1,46514,102297,11425,US,United States,Costa Rican,139000,N,spa,Spanish,1,Christianity,5,,96.00,15.00,Costa Rican," 144,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Unengaged
1,43213,102302,20787,US,United States,Cowlitz,200,Y,eng,English,1,Christianity,3,,55.00,2.00,Cowlitz, 275 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43244,103060,11235,US,United States,"Cree, French",80,Y,crg,Michif,1,Christianity,4,,70.00,5.00,"Mitchif, French Cree"," 6,700 ",eng,English,Christianity - Non-Evangelical Protestant,1,Unengaged
1,43683,110777,15362,US,United States,"Cree, Plains",1900,Y,crk,"Cree, Plains",1,Christianity,4,,65.00,10.00,"Cree, Western"," 33,500 ",crk,Plains Cree,Christianity - Non-Evangelical Protestant,5,Unengaged
1,43554,106943,13894,US,United States,"Creek, Muskogee",55000,Y,mus,Muskogee,1,Christianity,4,,65.00,6.00,"Creek, Muskogee"," 55,000 ",mus,Muskogee,Christianity - Non-Evangelical Protestant,5,Unengaged
1,43214,102315,11437,US,United States,Croat,417000,N,hrv,Croatian,1,Christianity,3,,92.00,0.40,Croat," 185,000 ",hrv,Croatian,Christianity - Roman Catholicism,1,Engaged
1,43215,102319,11438,US,United States,Crow,11000,Y,cro,Crow,1,Christianity,4,,65.00,9.00,Crow," 12,000 ",cro,Crow,Christianity - Non-Evangelical Protestant,5,Unengaged
1,46508,102324,11440,US,United States,Cuban,1814000,N,spa,Spanish,1,Christianity,4,,57.00,8.80,Cuban," 2,040,000 ",spa,Spanish,Christianity - Roman Catholicism,4,Engaged
1,43218,102335,20475,US,United States,Cupeno,800,Y,eng,English,1,Christianity,4,,55.00,4.00,Cupeno, 850 ,eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43219,102336,11449,US,United States,Curripaco,300,N,kpc,Curripaco,1,Christianity,5,,65.00,13.00,Kuripako, 225 ,kpc,Curripaco,Ethnoreligion,6,Unengaged
1,43251,102344,11456,US,United States,"Cypriots, Greek",9700,N,ell,Greek,1,Christianity,3,,90.00,1.00,Greek Cypriot," 9,500 ",eng,English,Christianity - Eastern Orthodox,1,Engaged
1,47174,102345,11457,US,United States,"Cypriots, Turkish",6000,N,tur,Turkish,6,Islam,1,Y,0.00,0.00,Turkish Cypriot," 3,200 ",tur,Turkish,Islam - Sunni,1,Unengaged
1,43220,102346,11458,US,United States,Czech,310000,N,ces,Czech,7,Non-Religious,2,,26.00,0.70,Czech," 1,310,000 ",ces,Czech,Christianity - Roman Catholicism,1,Engaged
1,43221,102396,11477,US,United States,"Dakota, Sioux",123000,Y,dak,Dakota,1,Christianity,4,,60.00,6.00,"Dakota, Sioux"," 26,500 ",dak,Dakota,Christianity - Non-Evangelical Protestant,4,Engaged
1,43222,102439,11496,US,United States,Danish,34000,N,dan,Danish,1,Christianity,4,,85.00,3.50,Dane," 35,500 ",dan,Danish,Unaffiliated,1,Engaged
1,47741,114916,19007,US,United States,Deaf,684000,Y,ase,American Sign Language,1,Christianity,3,,77.62,,Deaf American," 3,350,000 ",ase,American Sign Language,Ethnoreligion,4,Engaged
1,43223,102494,11525,US,United States,"Degexit'an, Ingalik",300,Y,ing,Deg Xinag,1,Christianity,3,,65.00,1.50,"Degexit'an, Ingalik", 325 ,eng,English,Christianity - Non-Evangelical Protestant,1,Engaged
1,43224,116315,20449,US,United States,Delaware,8700,Y,eng,English,1,Christianity,4,,60.00,3.00,"Delaware, Unami"," 9,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,47299,107318,19637,US,United States,Detribalized Pidgen,3000,N,pcm,"Pidgin, Nigerian",1,Christianity,5,,55.00,25.00,Pidgin," 2,900 ",pcm,Nigerian Pidgin,Christianity - Evangelical Protestant,6,Unengaged
1,46509,102692,11600,US,United States,Dominican,1489000,N,spa,Spanish,1,Christianity,4,,94.00,9.10,Dominican," 1,460,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Engaged
1,47349,102733,11620,US,United States,Druze,1100,N,apc,"Arabic, Levantine",8,Other / Small,1,Y,1.50,0.50,Lebanese Druze," 50,000 ",apc,Levantine Arabic,Other - Druze,1,Unengaged
1,43227,102787,11659,US,United States,Dutch,147000,N,nld,Dutch,7,Non-Religious,4,,47.00,4.30,Dutch," 1,670,000 ",nld,Dutch,Unaffiliated,1,Engaged
1,47666,104323,12375,US,United States,Dyula,15000,N,dyu,Jula,6,Islam,1,Y,2.00,1.00,Jula," 5,600 ",dyu,Jula,Islam - Sunni,1,Engaged
1,46525,102869,11713,US,United States,"Ecuadorian, Mestizo",363000,N,spa,Spanish,1,Christianity,4,,94.00,9.00,Ecuadorian," 429,000 ",spa,Spanish,Christianity - Roman Catholicism,5,Engaged
1,47195,102874,11717,US,United States,Efik,4700,N,efi,Efik,1,Christianity,4,,70.00,4.00,Efik," 6,000 ",efi,Efik,Christianity - Evangelical Protestant,5,Engaged
1,43234,102951,11156,US,United States,"Eskimo, Creole",3400,Y,eng,English,4,Ethnic Religions,2,,20.00,0.50,Inuit Creole," 3,300 ",eng,English,Christianity - Non-Evangelical Protestant,1,Engaged
1,43574,107471,14040,US,United States,"Eskimo, Inupiatun Northwest Alaska",27000,Y,esk,"Inupiatun, Northwest Alaska",1,Christianity,3,,70.00,2.00,"Inupiat, Northwest Alaskan"," 6,400 ",eng,English,Christianity - Non-Evangelical Protestant,1,Engaged
1,43566,107396,13976,US,United States,"Eskimo, North Alaskan",7800,Y,esi,"Inupiatun, North Alaskan",4,Ethnic Religions,4,,45.00,3.00,"Inupiak, North Alaskan"," 10,000 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43641,109544,15084,US,United States,"Eskimo, Saint Lawrence Island",3200,Y,ess,"Yupik, Saint Lawrence Island",4,Ethnic Religions,2,,18.00,2.00,"Yupik, St. Lawrence Island"," 1,600 ",ess,Saint Lawrence Island Yupik,Christianity - Non-Evangelical Protestant,1,Engaged
1,43680,110751,15912,US,United States,"Eskimo, West-Central Yupik",26000,Y,esu,"Yupik, Central",1,Christianity,2,,50.00,2.00,"Yupik, Central Alaskan"," 28,500 ",esu,Central Yupik,Christianity - Non-Evangelical Protestant,1,Engaged
1,43235,102954,11157,US,United States,Estonian,28000,N,ekk,"Estonian, Standard",7,Non-Religious,4,,45.00,4.90,Estonian," 7,100 ",ekk,Standard Estonian,Christianity - Eastern Orthodox,1,Engaged
1,50366,102974,11169,US,United States,Ewe,3400,N,ewe,Ewe,1,Christianity,5,,93.00,30.00,Ewe," 3,400 ",ewe,Éwé,Ethnoreligion,6,Unengaged
1,43237,102993,20477,US,United States,"Fall Indian, Atsina",1800,Y,eng,English,1,Christianity,4,,55.00,3.00,"Fall Indian, Atsina"," 1,200 ",eng,English,Christianity - Non-Evangelical Protestant,4,Unengaged
1,43238,103015,11200,US,United States,Fijian,27000,N,fij,Fijian,1,Christianity,5,,65.00,25.00,Fijian," 4,400 ",fij,Fijian,Christianity - Non-Evangelical Protestant,6,Unengaged
1,43239,109692,15175,US,United States,"Filipino, Tagalog",2811000,N,tgl,Tagalog,1,Christianity,5,,92.00,12.30,"Filipino, Tagalog"," 2,510,000 ",tgl,Tagalog,Christianity - Roman Catholicism,6,Engaged
1,43240,103021,11205,US,United States,Finnish,26000,N,fin,Finnish,1,Christianity,5,,84.00,12.10,Finn," 39,000 ",fin,Finnish,Unaffiliated,4,Unengaged
1,43241,103033,11216,US,United States,Flathead-Kalispel,8500,Y,eng,English,1,Christianity,4,,60.00,6.00,Flathead-Kalispel," 8,400 ",eng,English,Christianity - Non-Evangelical Protestant,5,Unengaged
1,43242,103034,11217,US,United States,Flemish,19000,N,vls,West Flemish,1,Christianity,3,,62.00,1.00,Flemish," 2,900 ",vls,West Flemish,Christianity - Roman Catholicism,1,Engaged
1,46457,103059,11234,US,United States,French,1885000,N,fra,French,1,Christianity,3,,61.00,1.00,French," 2,125,000 ",fra,French,Christianity - Roman Catholicism,1,Engaged
1,43245,103066,11765,US,United States,French-Canadian,286000,N,fra,French,1,Christianity,3,,65.00,0.80,French Canadian," 2,910,000 ",fra,French,Christianity - Roman Catholicism,1,Engaged
